course_duration_weeks,prior_courses_completed,session_duration_minutes,engagement_score,age,videos_watched,total_posts,avg_session_duration,activity_rate,study_consistency,completion_status,gender,region,internet_access_type,education_level,employment_status,device_type,learning_goal,course_category,difficulty_level,assessment_type
23.0,6.0,148.0,11.0,22.0,4.0,25.0,40.2,592.0,534.6600000000001,Ongoing,Other,Region Iii,Mobile,College,Employed,Mobile,Skill Upgrade,IT,Beginner,Assignment
9.0,11.0,170.9,23.5,38.0,25.0,0.0,60.9,7775.95,913.5,Completed,Female,Region V,Limited,High School,Student,Laptop,Skill Upgrade,IT,Advanced,Assignment
14.0,15.0,21.4,13.0,49.0,28.0,9.0,29.0,42.8,69.6,Completed,Female,Ncr,Mobile,College,Student,Mobile,Personal Interest,IT,Advanced,Assignment
22.0,12.0,140.3,23.0,44.0,40.0,6.0,98.7,3226.9,1164.66,Completed,Non-Binary,Region X,Broadband,High School,Student,Mobile,Skill Upgrade,IT,Intermediate,Final Exam
12.0,9.0,79.5,21.0,32.0,26.0,24.0,149.2,1033.5,4393.94,Dropped,Non-Binary,Region I,Broadband,College,Employed,Laptop,Skill Upgrade,IT,Beginner,Quiz
16.0,9.0,72.0,13.666666666666666,16.0,7.0,21.0,169.6,936.0,3188.48,Completed,Female,Region V,Mobile,College,Student,Laptop,Academic Requirement,Science,Beginner,Assignment
12.0,15.0,261.9125,9.333333333333334,54.0,6.0,15.0,23.1,1833.3875000000005,200.97,Ongoing,Female,Region Xi,Mobile,College,Employed,Mobile,Academic Requirement,Business,Advanced,Final Exam
18.0,7.0,132.0,27.33333333333333,36.0,39.0,17.0,38.8,3432.0,1142.66,Ongoing,Female,Region Vi,Broadband,College,Unemployed,Laptop,Skill Upgrade,Business,Intermediate,Assignment
11.0,12.0,72.8,28.0,39.0,32.0,26.0,167.3,1892.8,1405.3200000000002,Dropped,Female,Region Vii,Broadband,College,Employed,Mobile,Skill Upgrade,Math,Beginner,Quiz
9.0,1.0,151.3,23.33333333333333,27.0,37.0,5.0,-77.31250000000003,4236.400000000001,-842.7062500000003,Ongoing,Non-Binary,Region Vii,Limited,High School,Unemployed,Mobile,Career Change,Business,Beginner,Quiz
19.0,7.0,52.4,10.666666666666666,42.0,5.0,16.0,96.7,576.4,560.86,Ongoing,Male,Region Ii,Mobile,Undergraduate,Unemployed,Laptop,Academic Requirement,Business,Beginner,Final Exam
4.0,1.0,24.1,18.666666666666668,23.0,46.0,5.0,59.9,120.5,670.88,Ongoing,Female,Region Vi,Mobile,College,Employed,Mobile,Skill Upgrade,Math,Intermediate,Quiz
7.0,10.0,35.5,26.33333333333333,27.0,38.0,27.0,147.1,497.0,1265.06,Ongoing,Male,Region X,Limited,High School,Student,Mobile,Academic Requirement,Business,Beginner,Assignment
18.0,5.0,25.4,9.666666666666666,54.0,14.0,12.0,268.7875,76.19999999999999,3279.2075,Dropped,Female,Region Vii,Mobile,College,Student,Desktop,Career Change,Arts,Intermediate,Assignment
21.0,3.0,42.2,16.333333333333332,46.0,6.0,15.0,268.7875,1181.6,4838.175,Completed,Male,Region Xii,Mobile,College,Student,Mobile,Career Change,Math,Advanced,Final Exam
21.0,9.0,175.6,24.0,28.0,39.0,18.0,36.7,2634.0,135.79000000000002,Completed,Non-Binary,Region Iv-A,Broadband,Graduate,Student,Laptop,Skill Upgrade,Business,Advanced,Final Exam
23.0,4.0,38.8,19.666666666666668,31.0,29.0,13.0,58.0,659.5999999999999,435.0,Completed,Male,Region X,Broadband,Graduate,Unemployed,Mobile,Career Change,Business,Advanced,Assignment
21.0,7.0,10.4,22.0,35.0,18.0,18.0,101.4,312.0,760.5,Ongoing,Female,Region Iii,Limited,Graduate,Unemployed,Laptop,Academic Requirement,IT,Intermediate,Final Exam
20.0,6.0,135.3,14.333333333333334,53.0,31.0,8.0,140.1,541.2,392.28,Completed,Male,Ncr,Limited,College,Unemployed,Laptop,Academic Requirement,IT,Beginner,Quiz
20.0,2.0,13.9,13.0,49.0,14.0,16.0,125.2,125.1,1715.24,Completed,Female,Region Ii,Broadband,College,Student,Desktop,Skill Upgrade,IT,Beginner,Quiz
21.0,12.0,32.2,29.666666666666668,20.0,43.0,30.0,170.0,515.2,1563.9999999999998,Completed,Male,Region Vi,Broadband,College,Unemployed,Tablet,Personal Interest,IT,Beginner,Assignment
34.0,15.0,141.1,23.0,38.0,37.0,5.0,94.9,3809.7,1793.61,Completed,Male,Ncr,Mobile,Graduate,Unemployed,Desktop,Academic Requirement,Business,Intermediate,Assignment
13.0,8.0,140.3,16.0,43.0,25.0,10.0,62.3,1823.9,778.75,Completed,Female,Region Xi,Limited,College,Student,Laptop,Academic Requirement,Business,Beginner,Quiz
8.0,8.0,261.9125,22.33333333333333,36.0,38.0,28.0,154.0,261.9125,2109.8,Completed,Female,Region Vi,Broadband,High School,Student,Mobile,Career Change,Math,Advanced,Assignment
4.0,1.0,20.9,18.33333333333333,35.5,7.0,19.0,127.9,606.0999999999999,1125.5200000000002,Completed,Female,Region Vii,Broadband,College,Employed,Mobile,Skill Upgrade,Business,Beginner,Quiz
10.0,1.0,36.4,9.333333333333334,25.0,14.0,1.0,93.6,473.2,1872.0,Dropped,Female,Region Xi,Mobile,College,Employed,Tablet,Personal Interest,Business,Advanced,Quiz
16.0,7.0,115.4,-1.1666666666666667,51.0,-24.5,14.0,14.8,807.8000000000001,41.44,Completed,Other,Region Vi,Mobile,Hs,Student,Mobile,Skill Upgrade,Business,Intermediate,Assignment
21.0,0.0,173.8,32.833333333333336,22.0,38.0,15.0,79.8,7907.900000000001,1532.16,Completed,Female,Caraga,Broadband,Graduate,Employed,Mobile,Academic Requirement,Business,Beginner,Quiz
22.0,13.0,62.1,10.0,18.0,12.0,15.0,125.3,186.3,1315.65,Completed,Female,Region Ii,Broadband,Graduate,Student,Mobile,Skill Upgrade,Science,Beginner,Assignment
14.0,7.0,14.2,28.666666666666668,25.0,44.0,26.0,166.4,227.2,881.92,Ongoing,Male,Barmm,Broadband,College,Unemployed,Desktop,Career Change,IT,Beginner,Assignment
19.0,3.0,141.2,15.0,17.0,4.0,12.0,73.7,4094.8,552.75,Ongoing,Male,Ncr,Broadband,High School,Student,Tablet,Academic Requirement,Arts,Advanced,Quiz
14.0,15.0,261.9125,25.0,32.0,29.0,26.0,106.0,5238.25,1462.8000000000002,Dropped,Other,Region Vii,Mobile,College,Employed,Laptop,Personal Interest,IT,Beginner,Assignment
21.0,10.0,110.6,19.0,40.0,17.0,21.0,114.4,2101.4,1327.04,Ongoing,Male,Region Ix,Broadband,High School,Student,Laptop,Career Change,Science,Intermediate,Quiz
4.0,6.0,39.4,19.33333333333333,43.0,17.0,20.0,66.0,827.4,613.8000000000001,Completed,Female,Region Iv-A,Broadband,College,Employed,Laptop,Academic Requirement,Arts,Advanced,Quiz
34.0,7.0,126.4,20.666666666666668,43.0,30.0,5.0,16.1,3412.8,28.980000000000004,Dropped,Male,Ncr,Mobile,High School,Student,Desktop,Personal Interest,Business,Intermediate,Quiz
17.0,0.0,131.5,6.0,47.0,8.0,4.0,146.0,789.0,306.6,Completed,Female,Metro Manila,Mobile,College,Student,Laptop,Skill Upgrade,IT,Advanced,Quiz
6.0,7.0,78.0,9.666666666666666,32.0,15.0,0.0,63.1,1092.0,391.22,Dropped,Female,Region Iii,Broadband,College,Employed,Laptop,Skill Upgrade,Business,Advanced,Assignment
13.0,10.0,33.1,27.0,16.0,47.0,27.0,31.5,231.7,582.75,Completed,Female,Ncr,Mobile,College,Student,Laptop,Academic Requirement,Math,Intermediate,Quiz
7.0,2.0,-72.1875,24.0,34.0,32.0,17.0,28.3,-1660.3125,232.06,Completed,Female,Region Ix,Limited,College,Student,Laptop,Academic Requirement,IT,Intermediate,Quiz
19.0,3.0,127.6,13.0,50.0,33.0,1.0,67.8,638.0,264.42,Completed,Non-Binary,Ncr,Broadband,College,Employed,Tablet,Career Change,Business,Intermediate,Assignment
13.0,14.0,105.8,19.0,17.0,23.0,15.0,72.6,2010.2,312.17999999999995,Ongoing,Female,Ncr,Broadband,High School,Employed,Laptop,Career Change,Math,Beginner,Final Exam
6.0,13.0,84.6,11.666666666666666,35.0,26.0,6.0,150.4,253.8,2240.96,Dropped,Male,Region Xi,Mobile,High School,Unemployed,Laptop,Career Change,Arts,Beginner,Final Exam
22.0,2.0,261.9125,18.0,35.0,30.0,3.0,75.7,5500.1625,257.38,Dropped,Other,Region Vi,Broadband,Graduate,Student,Desktop,Career Change,IT,Beginner,Final Exam
15.0,1.0,12.6,26.666666666666668,33.0,28.0,24.0,94.9,352.8,1148.29,Ongoing,Male,Ncr,Broadband,College,Student,Laptop,Career Change,Science,Beginner,Assignment
18.0,6.0,95.5,7.333333333333333,42.0,12.0,0.0,82.4,955.0,1170.08,Completed,Female,Region Iii,Limited,College,Employed,Tablet,Academic Requirement,IT,Advanced,Assignment
21.0,7.0,136.7,22.0,16.0,44.0,9.0,31.9,1777.1,232.87,Ongoing,Male,Ncr,Limited,College,Student,Mobile,Personal Interest,Science,Beginner,Quiz
13.0,11.0,173.3,33.333333333333336,26.0,44.0,28.0,113.1,4852.400000000001,1017.9,Completed,Female,Ncr,Broadband,High School,Employed,Desktop,Skill Upgrade,Business,Intermediate,Quiz
14.0,1.0,80.4,40.16666666666666,-4.0,75.5,26.0,30.2,1527.6,889.39,Completed,Female,Ncr,Broadband,Graduate,Unemployed,Desktop,Skill Upgrade,IT,Beginner,Assignment
17.0,8.0,141.1,6.666666666666667,44.0,2.0,2.0,159.9,2257.6,4709.055,Completed,Male,Ncr,Mobile,Graduate,Unemployed,Laptop,Skill Upgrade,Business,Advanced,Quiz
14.0,0.0,99.5,23.666666666666668,33.0,19.0,22.0,74.9,2985.0,1235.85,Completed,Male,Ncr,Mobile,College,Employed,Tablet,Academic Requirement,IT,Beginner,Final Exam
19.0,9.0,179.2,15.666666666666666,49.0,28.0,0.0,108.7,3404.8,2087.04,Ongoing,Other,Ncr,Broadband,College,Employed,Desktop,Skill Upgrade,IT,Intermediate,Quiz
5.0,4.0,91.4,9.666666666666666,26.0,17.0,9.0,53.9,274.20000000000005,932.47,Completed,Other,Region Iii,Mobile,Graduate,Employed,Laptop,Career Change,Math,Intermediate,Final Exam
14.0,13.0,54.1,16.333333333333332,46.0,0.0,25.0,145.1,1298.4,2713.37,Completed,Male,Region Vii,Broadband,High School,Unemployed,Laptop,Academic Requirement,IT,Advanced,Assignment
9.0,10.0,20.3,11.0,33.0,22.0,2.0,102.1,182.7,1245.62,Ongoing,Male,Region Xi,Broadband,College,Employed,Tablet,Career Change,IT,Beginner,Final Exam
14.0,8.0,94.9,24.0,19.0,26.0,26.0,135.0,1898.0,2322.0,Ongoing,Female,Ncr,Broadband,Graduate,Employed,Mobile,Career Change,IT,Intermediate,Assignment
23.0,0.0,89.7,20.33333333333333,26.0,45.0,15.0,145.5,89.7,814.8,Completed,Female,Region Vii,Limited,College,Employed,Laptop,Academic Requirement,IT,Beginner,Quiz
19.0,4.0,-72.1875,12.666666666666666,34.0,29.0,1.0,126.2,-577.5,769.8199999999999,Ongoing,Male,Region I,Broadband,High School,Employed,Mobile,Personal Interest,Math,Intermediate,Quiz
13.0,12.0,122.3,21.33333333333333,55.0,14.0,29.0,43.0,2568.3,769.6999999999999,Ongoing,Female,Ncr,Mobile,College,Student,Laptop,Career Change,Math,Beginner,Quiz
13.0,7.0,166.0,21.33333333333333,22.0,21.0,17.0,130.3,4316.0,2371.46,Completed,Male,Region X,Broadband,Graduate,Student,Laptop,Skill Upgrade,Business,Intermediate,Quiz
8.0,7.0,167.4,21.666666666666668,20.0,43.0,8.0,144.8,2343.6,347.52000000000004,Ongoing,Male,Region Iv-A,Broadband,Graduate,Employed,Tablet,Academic Requirement,IT,Advanced,Assignment
16.0,14.0,24.7,18.666666666666668,25.0,19.0,19.0,113.4,444.6,226.8,Completed,Female,Metro Manila,Broadband,College,Unemployed,Mobile,Academic Requirement,IT,Beginner,Assignment
11.0,8.0,16.2,19.0,44.0,31.0,14.0,59.9,194.4,317.47,Completed,Non-Binary,Ncr,Broadband,College,Student,Desktop,Skill Upgrade,Science,Intermediate,Quiz
11.0,8.0,153.3,8.333333333333334,23.0,5.0,5.0,268.7875,2299.5,5053.205000000001,Ongoing,Female,Barmm,Broadband,High School,Employed,Laptop,Skill Upgrade,IT,Intermediate,Final Exam
22.0,0.0,83.2,25.0,41.0,28.0,24.0,84.6,1913.6,1049.04,Ongoing,Female,Region Vii,Broadband,Graduate,Employed,Mobile,Career Change,Arts,Advanced,Assignment
4.0,12.0,100.9,28.0,-4.0,43.0,20.0,178.0,2118.9,1174.8,,Female,Region Vi,Mobile,High School,Student,Mobile,Academic Requirement,Science,Intermediate,Assignment
4.0,3.0,29.3,20.666666666666668,16.0,38.0,23.0,86.6,29.3,1264.36,Ongoing,Male,Region Xi,Broadband,High School,Unemployed,Mobile,Skill Upgrade,Business,Intermediate,Assignment
9.0,1.0,52.2,19.33333333333333,21.0,37.0,14.0,151.4,365.4,469.34,Dropped,Female,Region Vii,Broadband,High School,Employed,Laptop,Academic Requirement,Arts,Intermediate,Quiz
14.0,11.0,39.6,29.666666666666668,17.0,44.0,15.0,94.9,1188.0,1091.35,Dropped,Female,Region Vii,Mobile,College,Unemployed,Desktop,Academic Requirement,IT,Beginner,Assignment
4.0,8.0,126.0,17.333333333333332,47.0,4.0,26.0,78.3,2772.0,1135.35,Completed,Female,Region Ii,Broadband,College,Student,Laptop,Personal Interest,IT,Beginner,Final Exam
17.0,5.0,137.4,15.0,37.0,12.0,4.0,12.5,3984.6,212.5,Completed,Other,Ncr,Broadband,High School,Employed,Tablet,Academic Requirement,Science,Beginner,Assignment
15.0,1.0,94.9,30.33333333333333,49.0,40.0,29.0,268.7875,2087.8,3225.4500000000003,Completed,Other,Region Xi,Mobile,High School,Student,Laptop,Skill Upgrade,Science,Beginner,Quiz
14.0,2.0,148.0,29.0,28.0,44.0,28.0,156.8,2220.0,2900.8,Ongoing,Male,Ncr,Mobile,High School,Student,Laptop,Skill Upgrade,Arts,Beginner,Assignment
17.0,14.0,86.1,28.0,39.0,50.0,18.0,95.2,1377.6,1199.52,Completed,Female,Region Vi,Mobile,High School,Student,Tablet,Career Change,IT,Intermediate,Assignment
17.0,10.0,261.9125,19.33333333333333,49.0,25.0,17.0,179.9,4190.6,1727.04,,Male,Region Iii,Mobile,College,Student,Laptop,Career Change,Business,Intermediate,Quiz
18.0,10.0,157.1,7.666666666666667,30.0,1.0,18.0,126.7,628.4,506.8,Dropped,Female,Region Iii,Broadband,Graduate,Employed,Laptop,Skill Upgrade,IT,Intermediate,Quiz
13.0,7.0,100.6,11.666666666666666,49.0,27.0,7.0,162.6,100.6,3105.6600000000003,Dropped,Male,Region Xii,Broadband,College,Student,Laptop,Skill Upgrade,Business,Advanced,Final Exam
14.0,7.0,146.3,11.0,35.5,3.0,15.0,63.8,2194.5,842.16,Completed,Male,Region Xii,Limited,College,Student,Desktop,Skill Upgrade,IT,Advanced,Quiz
15.0,13.0,145.4,8.166666666666666,23.0,20.0,19.0,36.3,-2108.3,185.13,Completed,Other,Region Vii,Broadband,College,Student,Laptop,Personal Interest,Arts,Intermediate,Final Exam
10.0,11.0,39.3,26.33333333333333,32.0,46.0,5.0,81.3,1100.4,837.39,Completed,Female,Ncr,Mobile,High School,Employed,Mobile,Personal Interest,Business,Advanced,Quiz
12.0,12.0,10.4,17.0,44.0,33.0,17.0,19.0,10.4,267.9,Completed,Male,Region Vii,Mobile,College,Student,Tablet,Skill Upgrade,IT,Beginner,Quiz
14.0,7.0,16.8,10.666666666666666,43.0,4.0,12.0,118.7,268.8,1471.88,Dropped,Female,Region Vi,Broadband,College,Student,Laptop,Career Change,Business,Beginner,Assignment
19.0,12.0,84.8,23.0,23.0,26.0,27.0,144.5,1356.8,4255.525,Completed,Male,Car,Mobile,College,Student,Laptop,Skill Upgrade,Arts,Intermediate,Quiz
20.0,0.0,49.4,31.0,49.0,35.0,29.0,107.8,1432.6,150.92,Completed,Male,Region Xi,Mobile,High School,Student,Mobile,Skill Upgrade,Business,Advanced,Quiz
19.0,2.0,155.8,26.33333333333333,-4.0,30.0,23.0,145.3,4050.8,464.96,Dropped,Non-Binary,Ncr,Mobile,Highschool,Employed,Mobile,Skill Upgrade,IT,Advanced,Quiz
7.0,13.0,88.3,12.666666666666666,55.0,3.0,7.0,11.4,2472.4,209.76,Completed,Non-Binary,Region Xi,Mobile,High School,Student,Laptop,Skill Upgrade,Business,Beginner,Final Exam
17.0,10.0,45.2,11.333333333333334,46.0,2.0,2.0,158.4,1356.0,491.04,Dropped,Female,Ncr,Mobile,College,Student,Mobile,Career Change,Business,Advanced,Assignment
20.0,2.0,25.9,14.333333333333334,29.0,22.0,14.0,126.7,181.3,2014.53,Completed,Male,Region Xi,Broadband,College,Student,Mobile,Career Change,IT,Beginner,Assignment
17.0,7.0,94.6,17.333333333333332,26.0,19.0,10.0,128.5,2175.8,1246.4499999999998,Completed,Female,Region Ii,Mobile,High School,Unemployed,Laptop,Skill Upgrade,Arts,Beginner,Final Exam
17.0,13.0,35.3,13.0,41.0,22.0,8.0,81.8,317.7,130.88,Ongoing,Non-Binary,Region Vii,Limited,Graduate,Employed,Desktop,Career Change,Science,Intermediate,Quiz
23.0,10.0,174.2,4.5,38.0,27.0,1.0,131.4,-2525.9,2470.32,Ongoing,Male,Region Vii,Mobile,College,Student,Laptop,Skill Upgrade,Science,Beginner,Quiz
22.0,12.0,22.3,32.5,35.5,38.0,14.0,122.2,1014.65,3598.79,Completed,Male,Region Xi,Mobile,College,Student,Desktop,Personal Interest,Arts,Intermediate,Assignment
18.0,1.0,125.9,13.333333333333334,19.0,22.0,15.0,41.4,377.7000000000001,546.4799999999999,Dropped,Non-Binary,Caraga,Broadband,College,Student,Mobile,Personal Interest,IT,Intermediate,Quiz
13.0,10.0,106.7,11.0,44.0,10.0,20.0,141.8,320.1,779.9000000000001,Completed,Non-Binary,Region Vii,Mobile,Graduate,Employed,Desktop,Personal Interest,IT,Beginner,Quiz
10.0,4.0,16.5,16.666666666666668,49.0,17.0,5.0,43.5,462.0,221.85,Ongoing,Female,Ncr,Mobile,College,Employed,Desktop,Skill Upgrade,Math,Intermediate,Assignment
8.0,10.0,62.4,14.0,47.0,4.0,21.0,18.4,1060.8,97.52,Completed,Female,Region Xi,Limited,College,Student,Laptop,Personal Interest,Business,Intermediate,Quiz
11.0,12.0,52.0,17.333333333333332,26.0,8.0,15.0,51.5,1508.0,540.75,Dropped,Male,Region Ii,Limited,Undergraduate,Student,Tablet,Career Change,IT,Beginner,Quiz
20.0,9.0,55.4,14.666666666666666,21.0,6.0,8.0,161.2,1662.0,660.9199999999998,Dropped,Male,Region Xii,Broadband,College,Student,Mobile,Career Change,IT,Intermediate,Final Exam
15.0,1.0,54.8,30.33333333333333,19.0,49.0,29.0,45.7,712.4,740.34,Dropped,Female,Region Vii,Mobile,College,Unemployed,Desktop,Skill Upgrade,IT,Intermediate,Quiz
24.0,8.0,125.7,37.5,35.5,75.5,22.0,89.5,1885.5,1736.3,Completed,Male,Region X,Broadband,College,Unemployed,Desktop,Career Change,IT,Intermediate,Quiz
19.0,10.0,43.4,13.333333333333334,55.0,16.0,15.0,149.6,390.6,344.08,Completed,Male,Ncr,Mobile,Graduate,Employed,Mobile,Skill Upgrade,Science,Intermediate,Assignment
12.0,0.0,64.4,25.0,54.0,23.0,22.0,86.1,1932.0,904.05,Completed,Male,Ncr,Broadband,College,Employed,Laptop,Personal Interest,IT,Beginner,Quiz
15.0,7.0,34.3,19.33333333333333,36.0,35.0,9.0,51.9,480.19999999999993,352.92,Completed,Female,Ncr,Broadband,College,Employed,Laptop,Career Change,Science,Beginner,Quiz
14.0,2.0,149.1,13.0,47.0,0.0,24.0,61.4,2236.5,914.86,Dropped,Other,Region Iii,Broadband,College,Employed,Laptop,Career Change,IT,Advanced,Final Exam
12.0,12.0,48.8,19.33333333333333,39.0,49.0,4.0,173.5,244.0,1943.2,Completed,Female,Ncr,Broadband,High School,Employed,Mobile,Academic Requirement,Science,Beginner,Assignment
22.0,14.0,29.9,23.0,25.0,43.0,22.0,168.6,119.6,2360.4,Dropped,Male,Region Xi,Mobile,High School,Employed,Tablet,Career Change,IT,Advanced,Assignment
9.0,4.0,94.9,8.0,41.0,15.0,1.0,165.4,759.2,2001.34,Completed,Male,Region X,Mobile,Graduate,Employed,Laptop,Personal Interest,Arts,Beginner,Assignment
6.0,2.0,57.9,24.33333333333333,32.0,42.0,20.0,172.9,636.9,2178.54,Completed,Male,Region Ix,Mobile,College,Employed,Mobile,Personal Interest,IT,Intermediate,Quiz
15.0,4.0,149.9,16.333333333333332,43.0,15.0,12.0,44.6,3297.8,356.8,Completed,Other,Region Vii,Mobile,College,Student,Mobile,Academic Requirement,IT,Advanced,Final Exam
8.0,4.0,74.9,27.666666666666668,25.0,48.0,19.0,139.9,1198.4,2280.3700000000003,Completed,Female,Region X,Broadband,Highschool,Employed,Laptop,Personal Interest,Science,Beginner,Quiz
6.0,5.0,143.3,7.666666666666667,44.0,14.0,8.0,73.1,143.3,921.06,Ongoing,Female,Region Iv-A,Mobile,Graduate,Unemployed,Mobile,Skill Upgrade,Business,Beginner,Assignment
11.0,3.0,146.7,19.33333333333333,27.0,47.0,9.0,83.7,293.4,1397.79,Completed,Non-Binary,Ncr,Broadband,High School,Student,Tablet,Academic Requirement,Business,Beginner,Quiz
22.0,9.0,33.3,19.0,28.0,29.0,6.0,152.7,732.5999999999999,1252.14,Dropped,Female,Region Iii,Mobile,College,Unemployed,Laptop,Skill Upgrade,IT,Beginner,Final Exam
18.0,11.0,167.6,6.333333333333333,27.0,2.0,2.0,139.0,2514.0,2682.7000000000003,Completed,Male,Region I,Mobile,Highschool,Student,Mobile,Academic Requirement,Science,Intermediate,Quiz
11.0,14.0,41.6,20.33333333333333,53.0,17.0,29.0,143.2,624.0,1646.8,Ongoing,Female,Region Vi,Broadband,College,Employed,Mobile,Personal Interest,IT,Intermediate,Assignment
11.0,8.0,19.3,20.666666666666668,52.0,45.0,11.0,79.9,115.8,2353.0550000000003,Ongoing,Other,Region V,Mobile,High School,Unemployed,Laptop,Skill Upgrade,Science,Intermediate,Quiz
6.0,14.0,27.4,10.666666666666666,31.0,4.0,10.0,119.0,493.2,1439.9,Completed,Female,Region Iv-A,Mobile,High School,Student,Laptop,Skill Upgrade,Business,Beginner,Final Exam
4.0,9.0,167.3,10.333333333333334,-4.0,15.0,7.0,139.8,1505.7,2684.1600000000003,Completed,Female,Region V,Broadband,College,Student,Laptop,Career Change,IT,Intermediate,Quiz
19.0,4.0,143.2,20.33333333333333,32.0,25.0,7.0,22.6,4152.799999999999,153.68,Ongoing,Male,Ncr,Limited,Graduate,Student,Laptop,Career Change,IT,Advanced,Quiz
14.0,7.0,50.5,17.666666666666668,36.0,23.0,1.0,157.5,1464.5,756.0,Dropped,Male,Region Iii,Broadband,College,Student,Desktop,Personal Interest,IT,Intermediate,Final Exam
18.0,2.0,21.9,16.666666666666668,19.0,33.0,8.0,78.3,197.1,1503.36,Completed,Non-Binary,Region Iv-A,Mobile,Graduate,Student,Mobile,Academic Requirement,Math,Advanced,Final Exam
22.0,12.0,144.9,33.833333333333336,22.0,75.5,18.0,23.0,1159.2,305.90000000000003,Completed,Male,Caraga,Mobile,Graduate,Employed,Tablet,Career Change,IT,Beginner,Assignment
5.0,12.0,102.9,22.666666666666668,39.0,33.0,8.0,72.4,2778.3,1339.4,Ongoing,Non-Binary,Region Vii,Limited,College,Employed,Mobile,Skill Upgrade,IT,Beginner,Assignment
5.0,2.0,171.5,14.333333333333334,44.0,21.0,15.0,89.0,1200.5,925.6,Completed,Non-Binary,Region Viii,Mobile,College,Unemployed,Tablet,Career Change,IT,Advanced,Assignment
14.0,9.0,76.1,18.0,38.0,25.0,19.0,68.2,761.0,388.74,Completed,Other,Ncr,Mobile,College,Unemployed,Tablet,Skill Upgrade,IT,Beginner,Quiz
13.0,5.0,151.7,22.0,17.0,25.0,23.0,39.7,2730.6,512.13,Completed,Male,Region Ii,Limited,Graduate,Employed,Tablet,Career Change,Business,Beginner,Quiz
21.0,1.0,94.9,28.666666666666668,29.0,49.0,11.0,107.4,2467.4,1256.58,Dropped,Female,Region X,Mobile,College,Student,Laptop,Skill Upgrade,Business,Intermediate,Assignment
10.0,0.0,154.5,18.666666666666668,35.0,43.0,9.0,159.4,618.0,3028.6,Completed,Female,Region Iii,Limited,Graduate,Student,Laptop,Academic Requirement,Business,Beginner,Assignment
6.0,10.0,46.0,21.666666666666668,54.0,33.0,20.0,66.2,552.0,297.90000000000003,Dropped,Female,Region Iii,Mobile,College,Student,Laptop,Skill Upgrade,Science,Advanced,Final Exam
14.0,4.0,19.1,11.666666666666666,17.0,-3.0,22.0,15.7,305.6,194.68,Completed,Female,Ncr,Mobile,Graduate,Employed,Mobile,Personal Interest,IT,Intermediate,Assignment
5.0,6.0,61.3,15.0,37.0,27.0,9.0,-77.31250000000003,551.6999999999999,-1368.4312500000003,Completed,Female,Ncr,Mobile,College,Student,Desktop,Career Change,IT,Intermediate,Assignment
9.0,2.0,127.2,26.666666666666668,25.0,43.0,20.0,86.3,2162.4,1320.39,Ongoing,Female,Region Viii,Broadband,Graduate,Student,Laptop,Skill Upgrade,Science,Beginner,Quiz
7.0,2.0,120.8,22.666666666666668,43.0,20.0,21.0,22.2,3261.6,182.04,Completed,Female,Region Xi,Broadband,Graduate,Student,Mobile,Career Change,IT,Intermediate,Final Exam
9.0,2.0,121.3,9.333333333333334,48.0,2.0,2.0,131.4,2911.2,1642.5,Ongoing,Male,Region Xi,Mobile,Graduate,Student,Mobile,Skill Upgrade,IT,Intermediate,Final Exam
14.0,12.0,130.3,25.666666666666668,52.0,49.0,3.0,123.1,3257.5000000000005,-270.82,Dropped,Female,Ncr,Limited,Graduate,Student,Tablet,Academic Requirement,IT,Intermediate,Assignment
4.0,4.0,118.7,16.333333333333332,18.0,28.0,12.0,29.2,1068.3,64.24000000000001,Ongoing,Male,Ncr,Broadband,High School,Student,Mobile,Skill Upgrade,Arts,Intermediate,Assignment
14.0,1.0,95.9,26.33333333333333,17.0,42.0,21.0,59.9,1534.4,239.6,Dropped,Other,Region Iv-A,Broadband,College,Employed,Mobile,Career Change,Math,Beginner,Quiz
8.0,0.0,61.3,30.666666666666668,32.0,50.0,17.0,156.8,1532.5,2791.0400000000004,Dropped,Female,Region X,Mobile,College,Unemployed,Laptop,Career Change,Math,Intermediate,Quiz
16.0,0.0,94.9,20.0,53.0,37.0,14.0,32.3,854.1,400.52,Completed,Male,Ncr,Broadband,Graduate,Employed,Desktop,Academic Requirement,Science,Beginner,Assignment
5.0,5.0,94.9,22.33333333333333,19.0,34.0,27.0,65.0,569.4000000000001,617.5,Completed,Female,Region Vii,Broadband,College,Employed,Mobile,Personal Interest,Science,Beginner,Quiz
24.0,6.0,94.9,15.333333333333334,35.5,9.0,21.0,47.7,1518.4,682.1100000000001,Completed,Male,Car,Broadband,High School,Employed,Laptop,Skill Upgrade,IT,Advanced,Assignment
11.0,13.0,38.5,15.333333333333334,24.0,29.0,1.0,268.7875,616.0,3252.32875,Ongoing,Female,Ncr,Broadband,College,Employed,Tablet,Personal Interest,IT,Intermediate,Quiz
14.0,1.0,28.8,29.33333333333333,47.0,49.0,23.0,18.7,460.8,287.98,Dropped,Female,Region Vi,Broadband,High School,Employed,Mobile,Skill Upgrade,Science,Intermediate,Assignment
6.0,1.0,33.2,19.0,32.0,9.0,22.0,15.0,863.2,157.5,Ongoing,Female,Ncr,Limited,High School,Unemployed,Mobile,Career Change,IT,Intermediate,Quiz
